관리번호,대피소 명칭,대피소 상세주소,면적,수용가능최대인원,수용가능인원,행정동 코드,행정동 명칭,비고,구
47120,방화2동 경로당,방화2동 648-23,,54,0,11500640,방화2동,,강서구
47121,안천중학교,독산1동 1089 (한내로 69-44),,1120,0,11545610,독산1동,,금천구
47122,신현초등학교,신내2동663(봉화산로 188),,1069,0,11260690,신내2동,,중랑구
47123,개봉1동 주민센터,개봉동 166-9,,0,0,11530740,개봉1동,,구로구
47124,개봉3동 주민센터,개봉동 360-7,,0,0,11530760,개봉3동,,구로구
47125,영파여자중학교,,,0,0,11710520,풍납2동,,송파구
47126,경희대동서신의학병원,상일동 149,,0,0,11740520,상일동,,강동구
47127,현강여자정보고등학교,고덕2동 295-1,,0,0,11740620,천호3동,,강동구
47128,성내2동 주민센터,강동구 성내동 508,,0,0,11740650,성내2동,,강동구
47129,신서중학교,신정1동 310-6(강서로 709),,1240,0,11470620,신정1동,,양천구
47130,방화구립 경로당,방화1동 262-7,,35,0,11500630,방화1동,,강서구
47131,고척중학교,고척동76-2,,0,0,11530720,고척1동,,구로구
47132,광장중학교,광장동 394-6,,154,0,11215810,광장동,,광진구
47133,서울자운초등학교,창4동 181-19 (마들로 13길 166),,2754,0,11320514,창4동,,도봉구
47134,오류초등학교,오류동 15,,0,0,11530770,오류1동,,구로구
47135,풍납초등학교,,,0,0,11710510,풍납1동,,송파구
47136,동신중학교,천호3동 447-9,,0,0,11740620,천호3동,,강동구
47137,문래초등학교,문래동3가 77-7,,788,0,11560605,문래동,,영등포구
47138,상경중학교,상계8동 653(노원구 늘푸른1길 31),,700,0,11350700,상계8동,,노원구
47139,서울구로남초등학교,,,0,0,11530540,구로3동,,구로구
47140,도신초등학교,대림동 741-3,,1400,0,11560720,대림3동,,영등포구
47141,성동초등학교,자양2동 694-1,,0,0,11215830,자양2동,,광진구
47142,장평중학교,장안3동 352,,0,0,11230650,장안1동,,동대문구
47143,중화2동주민센터,중화2동 310-62(정나눔길 22),,86,0,11260610,중화2동,,중랑구
47144,천호3동 주민센터,강동구 천호동 555,,0,0,11740620,천호3동,,강동구
47145,광진중학교,자양2동 693,,0,0,11215830,자양2동,,광진구
47146,강동롯데캐슬경로당,암사3동 414-2,,0,0,11740590,암사3동,,강동구
47147,성내1동 주민센터,강동구 성내동 539-1,,0,0,11740640,성내1동,,강동구
47148,염리초등학교,토정로37길 37(염리동)?,,580,0,11440590,용강동,,마포구
47149,낙루경로당,월드컵북로38 나길 25,,11,0,11440730,성산2동,,마포구
47150,세검정초등학교,신영동 219-4 (세검정로 9길 1),,136,0,11110550,부암동,,종로구
47151,양목초등학교,신정4동 1001(양목3길 28),,310,0,11470650,신정4동,,양천구
47152,연동경로당,성미산로29안길 30,,36,0,11440710,연남동,,마포구
47153,신정초등학교,화곡동 869-42,,3000,0,11500550,화곡2동,,강서구
47154,신곡초등학교,화곡동 476-42,,900,0,11500570,화곡4동,,강서구
47155,봉바위 경로당,화곡동 1061-36,,27,0,11500615,우장산동,,강서구
47156,송학대교회,노량진동 225-57,,1000,0,11590520,노량진2동,,동작구
47157,난향초등학교,신림동 672,,445,0,11620715,난향동,,관악구
47158,서림경로당,서림3길 47,,60,0,11620665,서림동,,관악구
47159,중구민회관,,,0,0,11140590,광희동,,중구
47160,대한예수교장로회 북아현교회,북아현동 1-1355,,190,0,11410565,충현동,,서대문구
47161,신덕교회 대예배실,만리재로 48(신공덕동),,172,0,11440565,공덕동,,마포구
47162,태영 경로당,독막로 268(대흥동),,100,0,11440590,용강동,,마포구
47163,목동초등학교,신정2동 86-2(신목길 18),,240,0,11470630,신정2동,,양천구
47164,수명 경로당,화곡3동 1044-31,,29,0,11500560,화곡3동,,강서구
47165,우성3차아파트 경로당,신길동 4656,,32,0,11560680,신길6동,,영등포구
47166,연가초등학교,남가좌동 364-6,,100,0,11410700,남가좌2동,,서대문구
47167,내발산 경로당,내발산동 671-30,,73,0,11500615,우장산동,,강서구
47168,원효1동자치회관,원효1가 26-15,,210,0,11170560,원효로1동,,용산구
47169,연희동주민센터,연희동 77-9,,203,0,11410615,연희동,,서대문구
47170,신가경로당,북가좌동 318-1,,25,0,11410720,북가좌2동,,서대문구
47171,서교동교회,잔다리로6길 11(서교동),,300,0,11440660,서교동,,마포구
47172,관악고등학교,양평동2가 23-2,,512,0,11560610,양평1동,,영등포구
47173,고경경로당,상도동 438,,50,0,11590530,상도1동,,동작구
47174,관악초등학교,청룡동 920,,992,0,11620595,청룡동,,관악구
47175,공원 경로당,화곡1동 379-32,,73,0,11500540,화곡1동,,강서구
47176,아현감리교회,북아현동 950,,300,0,11410555,북아현동,,서대문구
47177,경성고등학교,성미산로 111(연남동),,190,0,11440710,연남동,,마포구
47178,새말경로당,목2동 230-32(목동중앙본로2길13-11),,100,0,11470520,목2동,,양천구
47179,신동아(아)관리사무소,서빙고 241-21,,30,0,11170690,서빙고동,,용산구
47180,풍납동 천주교회,풍납2동 339-1,,2600,0,11710520,풍납2동,,송파구
47181,구의초등학교,모진동 3-9,,0,0,11215710,화양동,,광진구
